5001
0.000000
1.000000
0.000000
-0.021396	0.041779	-0.031703	0.059991	0.512838
-0.006281	0.011862	0.026462	-0.055599	0.420346
0.038500	-0.071435	-0.031958	0.065651	0.259158
-0.000577	0.003767	-0.024359	0.048621	0.692784
0.039881	-0.079491	0.018704	-0.042416	0.288608
0.018220	-0.040301	0.039881	-0.082872	0.239479
0.040174	-0.080551	-0.022047	0.046999	0.399650
-0.030411	0.062212	0.040268	-0.075272	0.164554
0.010008	-0.019924	0.003447	-0.005688	0.852416
0.026988	-0.050995	0.031195	-0.063939	0.434443
0.005397	-0.008926	-0.016257	0.030030	0.681249
0.013023	-0.023856	-0.040375	0.075538	0.331015
-0.016441	0.036415	0.040441	-0.080038	0.312927
-0.005245	0.007603	0.009923	-0.019553	0.733443
-0.012516	0.021703	0.033646	-0.066895	0.464368
0.033498	-0.063825	-0.026836	0.057372	0.374098
0.048952	-0.099497	-0.003812	0.004726	0.267561
-0.025844	0.052746	-0.001206	0.001015	0.608415
-0.019321	0.034365	0.038141	-0.078808	0.372991
0.041965	-0.079680	-0.032825	0.062160	0.326606
-0.035510	0.068181	0.029415	-0.061614	0.267856
-0.015139	0.027671	0.044772	-0.092050	0.283002
0.021006	-0.043838	0.029393	-0.057231	0.504331
0.031602	-0.065418	0.016146	-0.033116	0.510042
0.003670	-0.004066	0.017206	-0.033307	0.680980
0.005454	-0.011022	-0.016875	0.030713	0.734909
0.014162	-0.026349	0.037097	-0.073371	0.333141
0.000019	-0.005537	-0.042844	0.086828	0.255515
0.040119	-0.082920	0.013193	-0.026648	0.393226
-0.041443	0.079406	-0.013003	0.024478	0.344477
-0.008274	0.015259	0.031565	-0.066892	0.501477
-0.020071	0.039684	0.025009	-0.047221	0.492055
0.004724	-0.007172	-0.028901	0.057901	0.539235
0.028186	-0.053667	0.032404	-0.061310	0.407460
0.041118	-0.082236	-0.020338	0.034371	0.200639
-0.021615	0.042218	0.005383	-0.013269	0.651846
-0.007518	0.014861	-0.002006	0.005027	0.901004
-0.025486	0.054694	0.019263	-0.038828	0.484275
-0.000596	-0.003090	-0.037989	0.078701	0.246660
0.005727	-0.010182	0.051202	-0.097679	0.222867
0.003074	-0.007278	0.008806	-0.016504	0.831509
-0.004314	0.013419	-0.052535	0.103578	0.154359
0.002429	-0.007903	-0.013672	0.026410	0.745358
-0.003197	0.006944	-0.009705	0.021036	0.842288
-0.001610	0.006039	0.056005	-0.112094	0.130784
-0.026305	0.049549	0.014495	-0.027862	0.362659
-0.019284	0.038998	0.035193	-0.066256	0.380799
-0.029662	0.060500	0.029000	-0.062289	0.207689
0.000143	0.002266	-0.016532	0.033622	0.702326
0.005097	-0.009448	0.017716	-0.032697	0.738358
0.023043	-0.045481	0.023900	-0.049110	0.638849
0.041528	-0.079229	0.008097	-0.014370	0.325564
0.005288	-0.009846	0.013466	-0.028032	0.778852
-0.007909	0.017122	-0.010612	0.022268	0.821580
-0.009859	0.017748	-0.005602	0.011344	0.819161
0.001624	-0.001704	-0.007687	0.013921	0.853080
0.018594	-0.041136	0.037821	-0.078035	0.351520
-0.026667	0.056847	-0.035169	0.070543	0.354322
-0.039132	0.073619	-0.020841	0.043095	0.364928
0.017331	-0.032787	0.018810	-0.035482	0.639895
0.017933	-0.035706	0.003119	-0.008293	0.699954
0.005340	-0.013949	-0.054327	0.109569	0.190698
-0.036239	0.068836	-0.035814	0.071232	0.278004
0.011729	-0.023226	0.037453	-0.073800	0.446120
-0.021286	0.044132	-0.031553	0.062622	0.488044
0.047453	-0.089014	0.021917	-0.039766	0.100423
0.023154	-0.045346	-0.032404	0.063098	0.521809
-0.037889	0.071495	0.021687	-0.041657	0.322809
-0.048615	0.103103	-0.016519	0.039199	0.033874
-0.008053	0.016579	-0.005274	0.010849	0.879842
0.008949	-0.017922	-0.025440	0.052673	0.647542
-0.009294	0.016984	-0.023434	0.047846	0.506968
-0.029524	0.057101	-0.008992	0.018373	0.546514
-0.049782	0.100206	0.009362	-0.020141	0.152643
0.042904	-0.081397	-0.019500	0.037050	0.271018
0.006123	-0.013871	-0.051920	0.099629	0.190676
-0.021419	0.050035	0.041662	-0.084882	0.089879
-0.048742	0.095908	-0.004515	0.009906	0.239626
0.037671	-0.075222	0.030366	-0.060402	0.331782
-0.039717	0.081616	0.004069	-0.010753	0.460613
-0.017164	0.032495	-0.004365	0.006352	0.723854
-0.036499	0.070291	0.032029	-0.065362	0.258300
-0.003213	0.008032	-0.027486	0.054307	0.438083
