5001
0.000000
1.000000
0.000000
-0.006352	-0.000463	-0.003410	-0.000724	1.000000
-0.001433	-0.000138	-0.011149	0.000698	1.000000
0.010045	0.000841	0.000004	-0.000754	1.000000
0.005921	-0.000054	-0.012462	-0.000492	1.000000
0.001100	0.000933	0.001797	0.000427	1.000000
-0.012588	0.000512	-0.001886	0.000951	1.000000
0.002432	0.000929	0.004658	-0.000549	1.000000
0.004223	-0.000746	-0.010363	0.001019	1.000000
0.001353	0.000229	-0.015758	0.000188	1.000000
0.011861	0.000556	0.007821	0.000684	1.000000
-0.004857	0.000157	0.013127	-0.000470	1.000000
-0.000693	0.000311	-0.015188	-0.000851	1.000000
0.010147	-0.000456	-0.011651	0.001027	1.000000
-0.001534	-0.000113	-0.017283	0.000346	1.000000
-0.012242	-0.000213	0.009128	0.000728	1.000000
-0.001777	0.000798	-0.008256	-0.000575	1.000000
0.002403	0.001135	-0.009107	-0.000029	1.000000
-0.004952	-0.000573	-0.008558	0.000029	1.000000
0.009819	-0.000519	0.005247	0.000864	1.000000
0.004856	0.000954	0.002255	-0.000787	1.000000
0.017924	-0.000957	0.002713	0.000672	1.000000
-0.011883	-0.000279	-0.004899	0.001087	1.000000
0.010650	0.000426	-0.011797	0.000772	1.000000
-0.007625	0.000795	-0.012880	0.000466	1.000000
-0.003579	0.000110	-0.005921	0.000443	1.000000
0.010344	0.000062	-0.012795	-0.000310	1.000000
-0.001204	0.000343	-0.012667	0.000955	1.000000
0.014564	-0.000096	-0.009691	-0.000944	1.000000
-0.001824	0.000955	0.003801	0.000286	1.000000
0.014689	-0.001076	-0.007604	-0.000258	1.000000
0.000289	-0.000198	-0.003438	0.000766	1.000000
-0.011954	-0.000391	0.002630	0.000572	1.000000
0.002590	0.000095	0.000695	-0.000684	1.000000
0.011242	0.000585	0.012923	0.000676	1.000000
-0.015273	0.001068	-0.000953	-0.000472	1.000000
0.002642	-0.000526	0.007188	0.000079	1.000000
0.002247	-0.000191	-0.001907	-0.000034	1.000000
0.002944	-0.000620	-0.010875	0.000528	1.000000
0.009477	-0.000076	0.008277	-0.000949	1.000000
-0.006279	0.000177	0.006851	0.001159	1.000000
-0.006898	0.000118	-0.007933	0.000261	1.000000
-0.002758	-0.000083	-0.003373	-0.001214	1.000000
-0.014681	0.000153	-0.008796	-0.000260	1.000000
-0.016387	0.000034	0.008192	-0.000282	1.000000
